team;transfermarkt_id;shirt_number;player_name;position;birth_date;age;club;height_cm;foot;international_caps;international_goals;debut_date;market_value;transfermarkt_url
Belgio;35047;6;Axel Witsel;Mediano;12/01/1989;37;Girona FC;1,86m;destro;138;12;26/03/2008;1,20 mln €;https://www.transfermarkt.com/axel-witsel/profil/spieler/35047
Belgio;88755;7;Kevin De Bruyne;Trequartista;28/06/1991;34;SSC Napoli;1,81m;destro;119;37;11/08/2010;8,00 mln €;https://www.transfermarkt.com/kevin-de-bruyne/profil/spieler/88755
Belgio;249565;8;Youri Tielemans;Centrocampista;07/05/1997;29;Aston Villa;1,76m;destro;85;13;09/11/2016;30,00 mln €;https://www.transfermarkt.com/youri-tielemans/profil/spieler/249565
Belgio;96341;9;Romelu Lukaku;Punta centrale;13/05/1993;33;SSC Napoli;1,90m;sinistro;126;90;03/03/2010;6,00 mln €;https://www.transfermarkt.com/romelu-lukaku/profil/spieler/96341
Belgio;144028;10;Leandro Trossard;Ala sinistra;04/12/1994;31;FC Arsenal;1,72m;destro;51;12;05/09/2020;18,00 mln €;https://www.transfermarkt.com/leandro-trossard/profil/spieler/144028
Belgio;486049;11;Jérémy Doku;Ala sinistra;27/05/2002;24;Manchester City;1,73m;destro;43;7;05/09/2020;75,00 mln €;https://www.transfermarkt.com/jeremy-doku/profil/spieler/486049
Belgio;503883;12;Senne Lammens;Portiere;07/07/2002;23;Manchester United;1,93m;destro;2;-;18/11/2025;35,00 mln €;https://www.transfermarkt.com/senne-lammens/profil/spieler/503883
Belgio;834397;13;Mike Penders;Portiere;31/07/2005;20;RC Strasburgo;2,00m;sinistro;-;-;-;25,00 mln €;https://www.transfermarkt.com/mike-penders/profil/spieler/834397
Belgio;303259;14;Dodi Lukébakio;Ala destra;24/09/1997;28;Benfica Lisbona;1,84m;sinistro;30;6;11/11/2020;15,00 mln €;https://www.transfermarkt.com/dodi-lukebakio/profil/spieler/303259
Belgio;100986;15;Thomas Meunier;Terzino destro;12/09/1991;34;LOSC Lilla;1,90m;destro;80;10;14/11/2013;1,50 mln €;https://www.transfermarkt.com/thomas-meunier/profil/spieler/100986
Belgio;490384;16;Koni De Winter;Difensore centrale;12/06/2002;23;AC Milan;1,91m;destro;8;-;23/03/2024;23,00 mln €;https://www.transfermarkt.com/koni-de-winter/profil/spieler/490384
Belgio;435772;17;Charles De Ketelaere;Trequartista;10/03/2001;25;Atalanta;1,92m;sinistro;30;6;11/11/2020;30,00 mln €;https://www.transfermarkt.com/charles-de-ketelaere/profil/spieler/435772
Belgio;981196;18;Joaquin Seys;Terzino sinistro;28/03/2005;21;Club Bruges;1,78m;sinistro;5;-;10/10/2025;20,00 mln €;https://www.transfermarkt.com/joaquin-seys/profil/spieler/981196
Belgio;655006;19;Diego Moreira;Esterno di sinistra;06/08/2004;21;RC Strasburgo;1,79m;sinistro;3;-;04/09/2025;25,00 mln €;https://www.transfermarkt.com/diego-moreira/profil/spieler/655006
Belgio;137576;20;Hans Vanaken;Trequartista;24/08/1992;33;Club Bruges;1,95m;destro;34;7;07/09/2018;5,00 mln €;https://www.transfermarkt.com/hans-vanaken/profil/spieler/137576
Belgio;262226;21;Timothy Castagne;Terzino destro;05/12/1995;30;FC Fulham;1,85m;destro;63;2;07/09/2018;8,00 mln €;https://www.transfermarkt.com/timothy-castagne/profil/spieler/262226
Belgio;381950;22;Alexis Saelemaekers;Esterno di destra;27/06/1999;26;AC Milan;1,80m;destro;24;2;08/10/2020;20,00 mln €;https://www.transfermarkt.com/alexis-saelemaekers/profil/spieler/381950
Belgio;422763;23;Nicolas Raskin;Mediano;23/02/2001;25;Glasgow Rangers;1,78m;destro;13;2;20/03/2025;12,00 mln €;https://www.transfermarkt.com/nicolas-raskin/profil/spieler/422763
Belgio;485706;24;Amadou Onana;Mediano;16/08/2001;24;Aston Villa;1,92m;destro;29;1;03/06/2022;45,00 mln €;https://www.transfermarkt.com/amadou-onana/profil/spieler/485706
Belgio;548254;25;Nathan Ngoy;Difensore centrale;10/06/2003;22;LOSC Lilla;1,83m;destro;4;-;28/03/2026;25,00 mln €;https://www.transfermarkt.com/nathan-ngoy/profil/spieler/548254
Belgio;724129;26;Matias Fernandez-Pardo;Punta centrale;03/02/2005;21;LOSC Lilla;1,88m;destro;2;-;02/06/2026;35,00 mln €;https://www.transfermarkt.com/matias-fernandez-pardo/profil/spieler/724129
Bosnia ed Erzegovina;248454;1;Nikola Vasilj;Portiere;02/12/1995;30;FC St. Pauli;1,93m;destro;25;-;27/03/2021;4,50 mln €;https://www.transfermarkt.com/nikola-vasilj/profil/spieler/248454
Bosnia ed Erzegovina;380919;2;Nihad Mujakic;Difensore centrale;15/04/1998;28;Gaziantep FK;1,89m;sinistro;11;1;16/11/2023;1,20 mln €;https://www.transfermarkt.com/nihad-mujakic/profil/spieler/380919
Bosnia ed Erzegovina;322065;3;Dennis Hadzikadunic;Difensore centrale;09/07/1998;27;UC Sampdoria;1,91m;destro;31;-;11/10/2020;1,20 mln €;https://www.transfermarkt.com/dennis-hadzikadunic/profil/spieler/322065
Bosnia ed Erzegovina;679423;4;Tarik Muharemović;Difensore centrale;28/02/2003;23;US Sassuolo;1,92m;sinistro;13;1;03/06/2024;25,00 mln €;https://www.transfermarkt.com/tarik-muharemovic/profil/spieler/679423
Bosnia ed Erzegovina;94005;5;Sead Kolasinac;Difensore centrale;20/06/1993;32;Atalanta;1,83m;sinistro;65;-;19/11/2013;4,00 mln €;https://www.transfermarkt.com/sead-kolasinac/profil/spieler/94005
Bosnia ed Erzegovina;787907;6;Benjamin Tahirović;Centrocampista;03/03/2003;23;Bröndby IF;1,91m;destro;27;2;23/03/2023;4,50 mln €;https://www.transfermarkt.com/benjamin-tahirovic/profil/spieler/787907
Bosnia ed Erzegovina;519184;7;Amar Dedić;Terzino destro;18/08/2002;23;Benfica Lisbona;1,80m;destro;27;1;29/03/2022;16,00 mln €;https://www.transfermarkt.com/amar-dedic/profil/spieler/519184
Bosnia ed Erzegovina;651269;8;Armin Gigovic;Centrocampista;06/04/2002;24;BSC Young Boys;1,87m;destro;19;1;03/06/2024;2,50 mln €;https://www.transfermarkt.com/armin-gigovic/profil/spieler/651269
Bosnia ed Erzegovina;710969;9;Samed Bazdar;Punta centrale;31/01/2004;22;Jagiellonia Bialystok;1,89m;destro;12;1;16/11/2024;1,50 mln €;https://www.transfermarkt.com/samed-bazdar/profil/spieler/710969
Bosnia ed Erzegovina;335457;10;Ermedin Demirovic;Punta centrale;25/03/1998;28;VfB Stoccarda;1,85m;destro;39;4;24/03/2021;22,00 mln €;https://www.transfermarkt.com/ermedin-demirovic/profil/spieler/335457
Bosnia ed Erzegovina;28396;11;Edin Dzeko;Punta centrale;17/03/1986;40;FC Schalke 04;1,92m;destro;148;73;02/06/2007;1,00 mln €;https://www.transfermarkt.com/edin-dzeko/profil/spieler/28396
Bosnia ed Erzegovina;952692;12;Mladen Jurkas;Portiere;07/10/2007;18;FK Borac Banja Luka;1,93m;destro;-;-;-;700 mila €;https://www.transfermarkt.com/mladen-jurkas/profil/spieler/952692
Bosnia ed Erzegovina;620560;13;Ivan Basic;Centrocampista;30/04/2002;24;FC Astana;1,78m;sinistro;16;-;19/11/2023;1,50 mln €;https://www.transfermarkt.com/ivan-basic/profil/spieler/620560
Bosnia ed Erzegovina;226097;14;Ivan Šunjić;Mediano;09/10/1996;29;Pafos FC;1,83m;destro;11;-;16/11/2024;2,00 mln €;https://www.transfermarkt.com/ivan-sunjic/profil/spieler/226097
Bosnia ed Erzegovina;638990;15;Amar Memić;Esterno di destra;20/01/2001;25;FC Viktoria Plzen;1,76m;destro;12;1;21/03/2025;4,50 mln €;https://www.transfermarkt.com/amar-memic/profil/spieler/638990
Bosnia ed Erzegovina;293213;16;Amir Hadziahmetovic;Mediano;08/03/1997;29;Hull City;1,79m;destro;35;-;04/09/2020;4,00 mln €;https://www.transfermarkt.com/amir-hadziahmetovic/profil/spieler/293213
Bosnia ed Erzegovina;251295;17;Dzenis Burnic;Mediano;22/05/1998;28;Karlsruher SC;1,82m;sinistro;19;-;03/06/2024;1,20 mln €;https://www.transfermarkt.com/dzenis-burnic/profil/spieler/251295
Bosnia ed Erzegovina;422051;18;Nikola Katic;Difensore centrale;10/10/1996;29;FC Schalke 04;1,94m;destro;16;1;03/06/2024;1,80 mln €;https://www.transfermarkt.com/nikola-katic/profil/spieler/422051
Bosnia ed Erzegovina;929994;19;Kerim Alajbegovic;Ala sinistra;21/09/2007;18;Red Bull Salisburgo;1,86m;entrambi;9;1;06/09/2025;22,00 mln €;https://www.transfermarkt.com/kerim-alajbegovic/profil/spieler/929994
Bosnia ed Erzegovina;925862;20;Esmir Bajraktarevic;Ala destra;10/03/2005;21;PSV Eindhoven;1,75m;sinistro;15;1;07/09/2024;8,00 mln €;https://www.transfermarkt.com/esmir-bajraktarevic/profil/spieler/925862
Bosnia ed Erzegovina;384568;21;Stjepan Radeljic;Difensore centrale;05/09/1997;28;HNK Rijeka;2,01m;sinistro;5;-;03/06/2024;2,80 mln €;https://www.transfermarkt.com/stjepan-radeljic/profil/spieler/384568
Bosnia ed Erzegovina;495320;22;Martin Zlomislic;Portiere;16/08/1998;27;HNK Rijeka;1,89m;destro;3;-;19/11/2024;2,00 mln €;https://www.transfermarkt.com/martin-zlomislic/profil/spieler/495320
Bosnia ed Erzegovina;203123;23;Haris Tabakovic;Punta centrale;20/06/1994;31;Borussia Mönchengladbach;1,96m;destro;10;4;16/11/2023;3,50 mln €;https://www.transfermarkt.com/haris-tabakovic/profil/spieler/203123
Bosnia ed Erzegovina;819566;24;Nidal Celik;Difensore centrale;17/07/2006;19;RC Lens;1,92m;destro;1;-;29/05/2026;7,00 mln €;https://www.transfermarkt.com/nidal-celik/profil/spieler/819566
Bosnia ed Erzegovina;457738;25;Jovo Lukić;Punta centrale;28/11/1998;27;FC Universitatea Cluj;1,90m;sinistro;2;-;19/12/2021;2,20 mln €;https://www.transfermarkt.com/jovo-lukic/profil/spieler/457738
Bosnia ed Erzegovina;803049;26;Ermin Mahmic;Trequartista;14/03/2005;21;FC Slovan Liberec;1,82m;destro;1;-;29/05/2026;5,00 mln €;https://www.transfermarkt.com/ermin-mahmic/profil/spieler/803049
Brasile;105470;1;Alisson;Portiere;02/10/1992;33;FC Liverpool;1,93m;destro;77;-;14/10/2015;15,00 mln €;https://www.transfermarkt.com/alisson/profil/spieler/105470
Brasile;964580;2;Wesley;Terzino destro;06/09/2003;22;AS Roma;1,75m;destro;7;-;21/03/2025;40,00 mln €;https://www.transfermarkt.com/wesley/profil/spieler/964580
Brasile;435338;3;Gabriel;Difensore centrale;19/12/1997;28;FC Arsenal;1,90m;sinistro;17;1;09/09/2023;75,00 mln €;https://www.transfermarkt.com/gabriel/profil/spieler/435338
Brasile;181767;4;Marquinhos;Difensore centrale;14/05/1994;32;FC Paris Saint-Germain;1,83m;destro;104;7;17/11/2013;28,00 mln €;https://www.transfermarkt.com/marquinhos/profil/spieler/181767
Brasile;16306;5;Casemiro;Mediano;23/02/1992;34;Manchester United;1,85m;destro;85;9;15/09/2011;6,00 mln €;https://www.transfermarkt.com/casemiro/profil/spieler/16306
Brasile;79960;6;Alex Sandro;Terzino sinistro;26/01/1991;35;Clube Regatas Flamengo;1,80m;sinistro;44;2;10/11/2011;1,00 mln €;https://www.transfermarkt.com/alex-sandro/profil/spieler/79960
Brasile;371998;7;Vinicius Junior;Ala sinistra;12/07/2000;25;Real Madrid;1,76m;destro;48;9;11/09/2019;140,00 mln €;https://www.transfermarkt.com/vinicius-junior/profil/spieler/371998
Brasile;520624;8;Bruno Guimarães;Centrocampista;16/11/1997;28;Newcastle United;1,82m;destro;42;2;18/11/2020;70,00 mln €;https://www.transfermarkt.com/bruno-guimaraes/profil/spieler/520624
Brasile;517894;9;Matheus Cunha;Ala sinistra;27/05/1999;27;Manchester United;1,83m;destro;22;1;03/09/2021;75,00 mln €;https://www.transfermarkt.com/matheus-cunha/profil/spieler/517894
Brasile;68290;10;Neymar;Trequartista;05/02/1992;34;Santos FC;1,75m;destro;128;79;10/08/2010;8,00 mln €;https://www.transfermarkt.com/neymar/profil/spieler/68290
Brasile;411295;11;Raphinha;Ala sinistra;14/12/1996;29;FC Barcellona;1,76m;sinistro;38;11;08/10/2021;70,00 mln €;https://www.transfermarkt.com/raphinha/profil/spieler/411295
Brasile;69400;12;Weverton;Portiere;13/12/1987;38;Grêmio Porto Alegrense;1,89m;destro;10;-;26/01/2017;700 mila €;https://www.transfermarkt.com/weverton/profil/spieler/69400
Brasile;145707;13;Danilo;Difensore centrale;15/07/1991;34;Clube Regatas Flamengo;1,84m;destro;69;1;15/09/2011;2,00 mln €;https://www.transfermarkt.com/danilo/profil/spieler/145707
Brasile;516716;14;Bremer;Difensore centrale;18/03/1997;29;Juventus FC;1,88m;destro;7;1;23/09/2022;35,00 mln €;https://www.transfermarkt.com/bremer/profil/spieler/516716
Brasile;288431;15;Léo Pereira;Difensore centrale;31/01/1996;30;Clube Regatas Flamengo;1,89m;sinistro;3;-;26/03/2026;12,00 mln €;https://www.transfermarkt.com/leo-pereira/profil/spieler/288431
Brasile;220793;16;Douglas Santos;Terzino sinistro;22/03/1994;32;Zenit San Pietroburgo;1,73m;sinistro;6;-;30/05/2016;7,50 mln €;https://www.transfermarkt.com/douglas-santos/profil/spieler/220793
Brasile;225693;17;Fabinho;Mediano;23/10/1993;32;Al-Ittihad Club;1,88m;destro;32;-;07/06/2015;12,00 mln €;https://www.transfermarkt.com/fabinho/profil/spieler/225693
Brasile;808509;18;Danilo;Centrocampista;29/04/2001;25;Botafogo de Futebol e Regatas;1,77m;sinistro;3;2;26/03/2026;32,00 mln €;https://www.transfermarkt.com/danilo/profil/spieler/808509
Brasile;971570;19;Endrick;Punta centrale;21/07/2006;19;Olympique Lione;1,72m;sinistro;16;3;17/11/2023;40,00 mln €;https://www.transfermarkt.com/endrick/profil/spieler/971570
Brasile;444523;20;Lucas Paquetá;Trequartista;27/08/1997;28;Clube Regatas Flamengo;1,83m;sinistro;62;13;08/09/2018;32,00 mln €;https://www.transfermarkt.com/lucas-paqueta/profil/spieler/444523
Brasile;800175;21;Luiz Henrique;Ala destra;02/01/2001;25;Zenit San Pietroburgo;1,82m;sinistro;14;2;07/09/2024;24,00 mln €;https://www.transfermarkt.com/luiz-henrique/profil/spieler/800175
Brasile;655488;22;Gabriel Martinelli;Ala sinistra;18/06/2001;24;FC Arsenal;1,78m;destro;22;4;25/03/2022;45,00 mln €;https://www.transfermarkt.com/gabriel-martinelli/profil/spieler/655488
Brasile;238223;23;Ederson;Portiere;17/08/1993;32;Fenerbahce;1,88m;sinistro;32;-;11/10/2017;10,00 mln €;https://www.transfermarkt.com/ederson/profil/spieler/238223
Brasile;524481;24;Roger Ibañez;Difensore centrale;23/11/1998;27;Al-Ahli SFC;1,86m;destro;6;-;27/09/2022;18,00 mln €;https://www.transfermarkt.com/roger-ibanez/profil/spieler/524481
Brasile;739443;25;Igor Thiago;Punta centrale;26/06/2001;24;FC Brentford;1,90m;destro;3;2;26/03/2026;65,00 mln €;https://www.transfermarkt.com/igor-thiago/profil/spieler/739443
Brasile;1012564;26;Rayan;Ala destra;03/08/2006;19;AFC Bournemouth;1,87m;sinistro;2;1;01/04/2026;60,00 mln €;https://www.transfermarkt.com/rayan/profil/spieler/1012564
Canada;439750;1;Dayne St. Clair;Portiere;09/05/1997;29;Inter Miami CF;1,91m;sinistro;20;-;06/06/2021;3,50 mln €;https://www.transfermarkt.com/dayne-st-clair/profil/spieler/439750
Canada;637446;2;Alistair Johnston;Terzino destro;08/10/1998;27;Celtic Glasgow;1,80m;destro;58;1;26/03/2021;8,00 mln €;https://www.transfermarkt.com/alistair-johnston/profil/spieler/637446
Canada;340990;3;Alfie Jones;Difensore centrale;07/10/1997;28;FC Middlesbrough;1,91m;destro;2;-;19/11/2025;6,00 mln €;https://www.transfermarkt.com/alfie-jones/profil/spieler/340990
Canada;921995;4;Luc De Fougerolles;Difensore centrale;12/10/2005;20;FCV Dender EH;1,83m;destro;13;-;23/03/2024;1,00 mln €;https://www.transfermarkt.com/luc-de-fougerolles/profil/spieler/921995
Canada;441738;5;Joel Waterman;Difensore centrale;24/01/1996;30;Chicago Fire FC;1,85m;destro;17;-;11/11/2022;2,00 mln €;https://www.transfermarkt.com/joel-waterman/profil/spieler/441738
Canada;589006;6;Mathieu Choinière;Centrocampista;07/02/1999;27;Los Angeles FC;1,73m;destro;24;-;13/10/2023;800 mila €;https://www.transfermarkt.com/mathieu-choiniere/profil/spieler/589006
Canada;512913;7;Stephen Eustaquio;Centrocampista;21/12/1996;29;Los Angeles FC;1,75m;destro;56;4;16/11/2019;6,00 mln €;https://www.transfermarkt.com/stephen-eustaquio/profil/spieler/512913
Canada;921655;8;Ismaël Koné;Centrocampista;16/06/2002;23;US Sassuolo;1,88m;destro;40;4;25/03/2022;25,00 mln €;https://www.transfermarkt.com/ismael-kone/profil/spieler/921655
Canada;343463;9;Cyle Larin;Punta centrale;17/04/1995;31;FC Southampton;1,88m;destro;90;30;23/05/2014;2,50 mln €;https://www.transfermarkt.com/cyle-larin/profil/spieler/343463
Canada;533738;10;Jonathan David;Punta centrale;14/01/2000;26;Juventus FC;1,75m;entrambi;77;39;09/09/2018;30,00 mln €;https://www.transfermarkt.com/jonathan-david/profil/spieler/533738
Canada;487417;11;Liam Millar;Ala sinistra;27/09/1999;26;Hull City;1,76m;destro;41;1;24/03/2018;3,00 mln €;https://www.transfermarkt.com/liam-millar/profil/spieler/487417
Canada;972465;12;Tani Oluwaseyi;Punta centrale;15/05/2000;26;Villarreal CF;1,87m;sinistro;24;2;09/06/2024;7,00 mln €;https://www.transfermarkt.com/tani-oluwaseyi/profil/spieler/972465
Canada;328609;13;Derek Cornelius;Difensore centrale;25/11/1997;28;Olympique Marsiglia;1,86m;sinistro;44;1;09/09/2018;2,50 mln €;https://www.transfermarkt.com/derek-cornelius/profil/spieler/328609
Canada;637632;14;Jacob Shaffelburg;Ala sinistra;26/11/1999;26;Los Angeles FC;1,81m;sinistro;31;6;11/01/2020;2,50 mln €;https://www.transfermarkt.com/jacob-shaffelburg/profil/spieler/637632
Canada;1089202;15;Moïse Bombito;Difensore centrale;30/03/2000;26;OGC Nizza;1,90m;destro;20;-;28/06/2023;7,00 mln €;https://www.transfermarkt.com/moise-bombito/profil/spieler/1089202
Canada;189014;16;Maxime Crépeau;Portiere;11/05/1994;32;Orlando City SC;1,85m;destro;32;-;06/02/2016;1,80 mln €;https://www.transfermarkt.com/maxime-crepeau/profil/spieler/189014
Canada;638793;17;Tajon Buchanan;Ala destra;08/02/1999;27;Villarreal CF;1,83m;destro;60;8;06/06/2021;12,00 mln €;https://www.transfermarkt.com/tajon-buchanan/profil/spieler/638793
Canada;814848;18;Owen Goodman;Portiere;27/11/2003;22;Barnsley FC;1,93m;sinistro;-;-;01/04/2026;550 mila €;https://www.transfermarkt.com/owen-goodman/profil/spieler/814848
Canada;424204;19;Alphonso Davies;Terzino sinistro;02/11/2000;25;FC Bayern Monaco;1,83m;sinistro;58;15;14/06/2017;40,00 mln €;https://www.transfermarkt.com/alphonso-davies/profil/spieler/424204
Canada;995642;20;Ali Ahmed;Esterno di sinistra;10/10/2000;25;Norwich City;1,80m;destro;24;1;28/06/2023;5,00 mln €;https://www.transfermarkt.com/ali-ahmed/profil/spieler/995642
Canada;260807;21;Jonathan Osorio;Centrocampista;12/06/1992;33;Toronto FC;1,75m;entrambi;91;10;28/05/2013;1,00 mln €;https://www.transfermarkt.com/jonathan-osorio/profil/spieler/260807
Canada;417348;22;Richie Laryea;Terzino destro;07/01/1995;31;Toronto FC;1,75m;destro;76;1;08/09/2019;1,00 mln €;https://www.transfermarkt.com/richie-laryea/profil/spieler/417348
Canada;1045375;23;Niko Sigur;Mediano;09/09/2003;22;HNK Hajduk Spalato;1,78m;destro;19;2;11/09/2024;4,00 mln €;https://www.transfermarkt.com/niko-sigur/profil/spieler/1045375
Canada;888785;24;Promise David;Punta centrale;03/07/2001;24;Union Saint-Gilloise;1,95m;destro;10;3;07/06/2025;17,00 mln €;https://www.transfermarkt.com/promise-david/profil/spieler/888785
Canada;842420;25;Nathan-Dylan Saliba;Centrocampista;07/02/2004;22;RSC Anderlecht;1,74m;destro;15;2;07/09/2024;7,50 mln €;https://www.transfermarkt.com/nathan-dylan-saliba/profil/spieler/842420
Canada, #26 miss;;;;;;;;;;;;;;
Capo Verde;242277;1;Vozinha;Portiere;03/06/1986;40;GD Chaves;1,89m;destro;88;-;08/09/2012;50 mila €;https://www.transfermarkt.com/vozinha/profil/spieler/242277
Capo Verde;80486;2;Stopira;Difensore centrale;20/05/1988;38;SC União Torreense;1,78m;sinistro;58;4;22/06/2008;50 mila €;https://www.transfermarkt.com/stopira/profil/spieler/80486
Capo Verde;349570;3;Diney Borges;Difensore centrale;17/01/1995;31;Al-Bataeh CSC;1,85m;destro;31;2;14/11/2017;900 mila €;https://www.transfermarkt.com/diney-borges/profil/spieler/349570
Capo Verde;166158;4;Roberto Lopes;Difensore centrale;17/06/1992;33;Shamrock Rovers;1,86m;destro;45;-;10/10/2019;250 mila €;https://www.transfermarkt.com/roberto-lopes/profil/spieler/166158
Capo Verde;484988;5;Logan Costa;Difensore centrale;01/04/2001;25;Villarreal CF;1,90m;destro;27;-;23/03/2022;15,00 mln €;https://www.transfermarkt.com/logan-costa/profil/spieler/484988
Capo Verde;544586;6;Kevin Lenini;Mediano;27/01/1997;29;FK Krasnodar;1,77m;entrambi;31;3;25/03/2022;5,00 mln €;https://www.transfermarkt.com/kevin-lenini/profil/spieler/544586
Capo Verde;448466;7;Jovane Cabral;Ala sinistra;14/06/1998;27;CF Estrela Amadora;1,74m;destro;27;3;28/03/2017;1,00 mln €;https://www.transfermarkt.com/jovane-cabral/profil/spieler/448466
